,Title,Abstract,Ranking
128,OUTDOOR UNIT OF AIR CONDITIONER,"An outdoor unit of an air conditioner is provided with: a housing; a heat exchanger provided in the upper interior of the housing; a bottom plate provided on the bottom surface of the housing, the bottom plate having a water discharge hole for discharging drain water generated by the heat exchanger to the exterior; a support base provided inside the housing, for supporting the heat exchanger in the upper interior of the housing; and a discharge water structure provided below the heat exchanger for guiding the drain water to the bottom plate.",1
129,WALL-MOUNTED AIR CONDITIONER INDOOR UNIT,"A wall mounted air conditioner indoor unit, comprising a shell (1), an air inlet (11) and an air outlet (12) being disposed on the shell (1), and a fan (2), a heat exchanger (3), and a water collecting tray (4) being arranged inside the shell (1), the heat exchanger (3) being arranged on an incline, the end of the heat exchanger (3) closest to the front panel (13) of the shell (1) being the top end of the heat exchanger (3), and the end of the heat exchanger (3) closest to the back wall (14) of the shell (1) being the bottom end of the heat exchanger (3), the fan (2) being positioned below the heat exchanger (3), and the water collecting tray (4) being arranged below the bottom end of the heat exchanger (3).",1
130,INDOOR HEAT EXCHANGING UNIT AND AIR CONDITIONER,"An indoor heat exchanging unit is provided with: a case in which a first opening and a second opening are formed and that is disposed inside a room; a first heat exchanger that has a plurality of first heat transfer tubes that have flat cross sections and that have a channel in which a heating medium flows formed therein, that is configured such that the first heat transfer tubes are arranged spaced at a first predetermined interval so that air flows between the first heat transfer tubes, that is disposed so as to be exposed from the first opening toward the inside of the room, and that transfers the heat of the heating medium to the inside of the room by radiation; a second heat exchanger that is disposed in a position further toward the interior of the case than the first heat exchanger and that has a gap through which air flows; and a fan that takes in air from the first opening and blows air that passes through the first heat exchanger and the second heat exchanger from the second opening.",1
131,A MULTI-FLUID HEAT EXCHANGER,"A multi-fluid heat exchanger (100) is disclosed herein. In a described embodiment, the multi-fluid heat exchanger (100) comprises a primary section (102) and a secondary section (104) arranged contiguous with the primary section (102). The multi-fluid heat exchanger (100) further includes a first heat transfer channel 106 arranged to carry a first fluid (118) and the first heat transfer channel (106) is arranged to extend between the primary section (102) and the secondary section (104) and carries the first fluid (118) between the sections (102,104). The multi-fluid heat exchanger (100) also includes a second heat transfer channel (108) disposed only at the primary section (102) and arranged to carry a second fluid (114) for heat exchange between the first and second fluids (112,114) at the primary section (102) and a third heat transfer channel (110) disposed only at the secondary section (104) and arranged to carry a third fluid (116) for heat exchange between the first and third fluids (112,116) at the secondary section (104).",3
132,Dividing plate between Heat plates,"The invention relates to a heat exchanger (1) comprising a top plate (2) and a bottom plate (3) as well as a plurality of structured plates (4, 5) arranged between the top plate (2) and the bottom plate (3), wherein adjacent structured plates (4, 5) cooperate to form primary fluid channels (10) and secondary fluid channels (11) between neighboring structured plates (4, 5). Task of the invention is to provide a heat exchanger (1) that may be produced with a wider range of parameters without increasing the costs of manufacture. According to the invention this task is solved in that the heat exchanger (1) comprises at least two stacks of structured plates (14, 15). The structured plates (4, 5) in at least one of the stacks of structured plates (14, 15) form different primary fluid channels (10) and secondary fluid channels (11) than the fluid channels (10) and secondary fluid channels (11) in at least one other stack of structured plates (14, 15).",3
133,BI-DIRECTIONAL FILL FOR USE IN COOLING TOWERS,"Cooling towers and cooling tower fill configured for the cooling of process water with air by indirect heat exchange, in which the fill is configured with a first set of channels and a second set of channels, said first and second set of channels interleaved with one-another so that heat exchange occurs across material separating said channels from one-another.",1
134,Heat exchanger device,"A multilayer heat exchanger comprises a frame having multiple first and second laminate layers 12, 14 in a repeating arrangement. First and second fluid inlet manifolds 18, 22 and first and second fluid outlet manifolds 20, 24 are connected to a supply and a return for respective first and second fluids. The first fluid inlet and outlet manifolds 18, 20 and the second fluid inlet and outlet manifolds 22, 24 extend through the layers 12, 14 of the frame. Each of the first layers 12 includes a first fluid flow path that passes through a cavity located at a heat exchange region and receiving heat exchanger finstock 16, the cavity opening into the first fluid inlet and outlet manifolds 18, 20 and being closed to the second fluid inlet and outlet manifolds 22, 24. Each of the second layers 14 includes a second fluid flow path that passes through a cavity located at a heat exchange region and receiving heat exchanger finstock 16, the cavity opening into the second fluid inlet and outlet manifolds 22, 24 and being closed to the first fluid inlet and outlet manifolds 18, 20.",3
135,Cleaning of the shell side of a tube bundle of a heat exchanger,"A tube bundle 14' for a heat exchanger comprises a plurality of tubes 16 for the flow of a process fluid through the bundle. The tubes 16 extend parallel to one another and have first and second ends sealingly secured within holes in first and second tube plates 18' and 20'. The tube bundle is surrounded by a shell space through which a second fluid flows during operation of the heat exchanger for heat transfer between the process fluid and the second fluid. An access passage 50 devoid of the tubes permits a cleaning lance to be introduced into the shell space to clean the outer surfaces of the tubes. The first tube plate 18' is formed with an opening 52 in alignment with the access passage 50. The opening is fitted with a removable cover (70, 80, 90, fig 3 7) for engaging the first tube plate to isolate and seal the shell space from the process fluid during operation of the heat exchanger. A plug may be inserted into the passage and may comprise of dummy tubes (72), which may be solid rods or hollow tubes, or a solid body (82) with though holes (82).",1
136,ENVIRONMENTAL CONTROL SOLUTION FOR CLINICAL ANALYZER MODULE,"An environmental control system for use in a clinical analyzer module includes an upper deck environmental subsystem comprising a far field sensor, one or more heaters, one or more spine cooling fans, and one or more in-line fluid heat exchangers. The far field sensor is configured to acquire measurements of ambient temperature in the upper deck environmental subsystem. The heaters are configured to generate hot airflow based on the measurements of ambient temperature from the far field sensor. The spine cooling fans are configured to operate in a manner that mixes the hot airflow from the heaters with cool airflow based on the measurements of ambient temperature from the far field sensor. The in-line fluid heat exchangers are configured to heat fluids used in reactions performed on the clinical analyzer module to a constant temperature.",1
137,THERMAL STORAGE HEAT EXCHANGER STRUCTURES EMPLOYING PHASE CHANGE MATERIALS,"A heat exchanger includes a housing configured to contain a working fluid. The heat exchanger also includes a plurality of chambers disposed within the housing and arranged so as to be surrounded by the working fluid when the working fluid is within the housing, each chamber configured to contain a phase change material (PCM) that expands upon freezing. The walls of each chamber are formed of a high thermal conductivity material that allows transfer of thermal energy between the working fluid and the PCM in each chamber. The walls of each chamber include expandable bellows configured to deform to increase an internal volume of the chamber as the PCM expands upon freezing.",1
138,THERMOSIPHONS FOR USE WITH TEMPERATURE-REGULATED STORAGE DEVICES,"In some embodiments, a thermosiphon configured for use within a temperature-regulated storage device includes: a condenser region, including a plurality of evenly spaced condenser channels with horizontally symmetrical bifurcated branches connected to an adiabatic channel, each of the plurality of condenser channels connected at a top position to an upper channel; an evaporator region, including a plurality of evaporator channels, wherein each of the plurality of evaporator channels has a flow channel formed in a serpentine channel pattern and each subunit of the serpentine channel pattern is attached to a vapor return channel at a top of the subunit, and wherein the evaporator region has at least one lowest position connected directly to a vapor return channel; and an adiabatic region including at least one adiabatic channel connecting the evaporator channels and the condenser channels.",1
139,DATA CENTER COOLING SYSTEM,"There is described a cooling system for a server room. The cooling system has an air handling unit and a direct expansion (DX) unit. The air handling unit has a first duct for inputting cool outside air into the air handling unit and for outputting warmed outside air outside, and a second duct for inputting warm server room air into the air handling unit and for outputting cooled server air into the server room. The air handling unit also includes a heat exchanger for transferring heat from the warm server room air to the cool outside air, and an adiabatic humidifier in the first duct, upstream of the plate heat exchanger, for cooling the cool outside air to increase heat transfer at the plate heat exchanger. The DX unit includes and evaporator which is in thermal communication with the second duct.",1
140,"STRUCTURE HAVING METAL MATERIAL FOR HEAT RADIATION, PRINTED CIRCUIT BOARD, ELECTRONIC APPARATUS, AND METAL MATERIAL FOR HEAT RADIATION","A structure having a metal material for heat radiation that is capable of favorably radiating heat from a heat generating component is provided. A structure having a metal material for heat radiation, containing a heat generating component and a heat radiating member for radiating heat from the heat generating component, wherein the heat radiating member has a layer structure containing a metal material for heat radiation and a graphite sheet.",1
141,THERMAL STORAGE HEAT EXCHANGER STRUCTURES EMPLOYING PHASE CHANGE MATERIALS,"A heat exchanger includes at least one conduit configured to carry a working fluid. The heat exchanger also includes a plurality of chambers in proximity to the at least one conduit, each chamber configured to contain a phase change material (PCM) that expands upon freezing. The at least one conduit and the plurality of chambers are thermally coupled for transfer of thermal energy between the working fluid and the PCM in each chamber. One wall of each chamber is formed of a compliant layer configured to deform to increase a volume of the chamber as the PCM expands upon freezing.",1
142,MULTI-PROCESS DETACHABLE HEAT EXCHANGER AND DEDICATED HEAT EXCHANGE PLATE THEREOF,"A multi-process detachable heat exchanger on which interfaces or connection pipes (4, 5, 7, 9) do not need to be arranged on a movable pressing plate (2), and a dedicated heat exchange plate thereof. The heat exchange plate is provided with multiple transverse regions, and multiple transverse process subregions communicating with each other or longitudinal process subregions isolated from each other are formed by means of pads having specific shapes. By using the heat exchange plates, the multi-process detachable heat exchanger on which interfaces or connection pipes (4, 5, 7, 9) do not need to be arranged on a movable pressing plate (2) can be established. A fixed pressing plate (1), the movable pressing plate (2) and multiple heat exchange plates provided with corresponding pads (16) are assembled together to form a heat exchange plate group(3) provided with alternating hot and cold flow channels.",5
143,SIDE-FLOW PLATE AND SHELL-TYPE HEAT EXCHANGING PLATE AND MULTI-FLOW DETACHABLE PLATE AND SHELL-TYPE HEAT EXCHANGER,"A heat exchanging plate applicable in a plate and shell-type heat exchanger and the plate and shell-type heat exchanger using the heat exchanging plate. The heat exchanging plate is provided with two transverse partitions and, by means of a plate-side flow channel of a plate-side deflector strip (22) on the heat exchanging plate, forms two linked transverse flows or flow areas separated from each other. This heat exchanging plate can be used to construct a single-flow heat exchanger of increased efficiency and a multi-flow plate and shell-type heat exchanger having plate-side connecting pipes arranged on a front-extremity flange cover and a detachable heat-exchanging core. This multi-flow plate and shell-type heat exchanger is convenient to be opened for servicing and mechanical cleaning.",1
144,HEATING AND HOT WATER SUPPLYING DEVICE,"[Problem] To provide a heating and hot water supplying device that is provided with a heat exchanger for hot water supply that can ensure an installation space for a distributing valve, a bypass channel, and a bypass flow regulating means without making the heating and hot water supplying device larger and that allows simultaneous heating and hot water supply operations and can appropriately control the temperature of the hot water supply. [Solution] A heating and hot water supplying device comprises a combustion means, a heat exchanger, a circulation channel that connects the heat exchanger and a heating terminal, a circulation pump provided in the circulation channel, a first bypass channel that branches from the circulation channel and bypasses the heating terminal, a heat exchanger for hot water supply that is provided in the first bypass channel, and a hot water supply channel for supplying tap water to the heat exchanger for hot water supply and for supplying hot water heated by the heat exchanger for hot water supply. A distributing means is provided in a branching portion of the first bypass channel, and the distribution ratio can be adjusted so as to enable each of a heating operation, a hot water supply operation, and a simultaneous heating and hot water supply operation. A second bypass channel that bypasses the heat exchanger for hot water supply is provided in the hot water supply channel, and a flow regulating means that can regulate the bypass flow rate of same is provided. The heat exchanger for hot water supply is configured to be a plate-type heat exchanger, and a pair of first bypass channel couplers and a pair of hot water supply channel couplers are disposed in one side face thereof.",1
145,HEAT EXCHANGER,A heat exchanger (1) is provided with a tank (5) that forms a flow path (9) for guiding a liquid between a plate (10) and a tank main body (20). The tank main body (20) comprises: flange sections (22) connected to the plate (10); side wall sections (24) that extend from the flange sections (22) and that form the flow path (9); curved wall sections (25) that curve from the side wall sections (24) and that face the plate (10); outer ribs (27) that protrude on the exterior of the tank (5) from the side wall sections (24); and inner ribs (28) that protrude on the interior of the tank (5) from the side wall sections (24).,3
146,HEAT EXCHANGER,"A heat exchanger, comprising: a top cover (2) which is provided with a top cavity (21); a liquid-collecting chamber (1) which is provided with a liquid-collecting cavity (11); a housing (3) which is provided with a receiving cavity (31), neither of the liquid-collecting cavity (11) nor the top cavity (21) being in communication with the receiving cavity (31); an upper tube plate (4); a lower tube plate (5); and a heat exchange tube (6) which sequentially passes through the top cavity (21), the upper tube plate (4), the receiving cavity (31), the lower tube plate (5), and the liquid-collecting cavity (11); the two ends of the heat exchange tube (6) are in communication with the liquid-collecting cavity (11) and the top cavity (21), respectively; sealing members (8) are provided between the outer circumference of the heat exchange tube (6) and the upper tube plate (4) and between the outer circumference of the heat exchange tube (6) and the lower tube plate (5). By means of the three-section structure consisting of the liquid-collecting chamber (1), the top cover (2), and the housing (3), and the structure of the heat exchange tube (6) respectively passing through the upper tube plate (4) and the lower tube plate (5) in a dismountable manner, the heat exchanger is easy to mount and dismount, facilitating the maintenance and cleaning of the heat exchanger; the heat exchanger can be used, in particular, in the heat exchange of a strongly corrosive medium under a high temperature, and has a compact structure and high heat exchange efficiency.",1
147,GAS WATER HEATER,"A gas water heater (1), comprising: a housing (100), which comprises a mounting plate (110) adapted to be mounted on a wall, the housing (100) being provided with a smoke outlet (120); a heat exchanger (200), which is provided with a gas inlet and a gas outlet; a burner (300), which is communicated with the gas inlet; a smoke exhaust pipe (400), which is separately communicated with the gas outlet and the smoke outlet (120), at least a part of the smoke exhaust pipe (400) being located between the heat exchanger (200) and the mounting plate (110).",1
148,FINS FOR HEAT EXCHANGER,"This invention relates to a heat radiating fin configured for use in a bendable heat exchanger such that installation space of a device thereof, such as an air conditioner, can be reduced. In general, the heat radiating fin (10) comprises: a rectangular elongate plate (20); a plurality of holes (30) in the plate; and at least one straight cut (40) extending 70 to 90 % across the width of the plate, the cut being such that it can be converted to a V-shaped notch by bending the plate about an axis (41) in the uncut region.",1
149,Water-cooling device,"A water-cooling device includes a pump case, at least one winding, a driver and a heat exchange member. The pump case has a top section, a bottom section and a peripheral section together defining a pump chamber. The winding is disposed on a circuit board. The circuit board is disposed on any of the top section, the bottom section and the peripheral section. The driver is disposed in the pump chamber. At least one magnetic member is disposed on the driver in a position corresponding to the winding, whereby the magnetic member can induce and magnetize the winding on the circuit board. The heat exchange member is connected with the pump case. By means of the structural design of the water-cooling device, the volume of the water-cooling device is greatly minified and the structure of the water-cooling device is thinned.",1
150,Counter-Flow Membrane Plate Exchanger and Method of Making,"A counter-flow plate type exchanger is manufactured by repeatedly folding and joining at least two strips of membrane to form a counter-pleated core with a stack of openings or fluid passageways configured in an alternating counter-flow arrangement. Methods for manufacturing such counter-pleated cores are described. Counter-pleated cores comprising water-permeable membranes can be used in a variety of applications, including heat and water vapor exchangers. In particular, they can be incorporated into energy recovery ventilators (ERVs) for exchanging heat and water vapor between air streams directed into and out of buildings, automobiles, or other Industrial processes.",1
151,POWER STORAGE MODULE,"This power storage module 10 comprises: a cooling member 20 containing a coolant 21 and an enclosing body 25 enclosing in a sealed state the coolant 21; a power storage element 11 stacked on the cooling member 20; and a heat exchanger plate 30 stacked on the power storage element 11 across the cooling member 20. In a region not overlapping with the power storage element 11, the enclosing body 25 is capable of forming an expanded portion 28 that is deformed due to evaporation of the coolant 21. The heat exchanger plate 30 has a folded-back portion 35 that is folded-back in such a manner as to allow the expanded portion 28 to abut thereon.",1
152,Modular intercooler system,"An existing or new intercooler system is provided with modular fixed and removable mounting and support bracket plates that offers easy adaptability, reparability, serviceability that eliminates the need to replace an entire intercooler because a vehicle or automotive set up has been changed, portions of it has been damaged or because it has become clogged with debris. The modular and removable mounting and support bracket plates can turn existing or new intercoolers from a single automotive part into an automotive system with modular parts of different types and sizes that can be reconfigured, changed or replaced to make intercoolers fit different types of automotive system applications. These modular fixed and removable mounting and support bracket plates eliminates the need for all metal parts and permanent welding. The intercooler system having end tanks made of composite material with carbon fiber to eliminate heat retention and secured by bonding material.",1
153,BITUMEN PRODUCTION WITH SOLVENT RECOVERY SYSTEM HEAT EXCHANGE TECHNIQUES FOR BITUMEN FROTH TREATMENT OPERATIONS,"Techniques are described for producing a bitumen product and recovering solvent from a solvent-diluted heavy hydrocarbon stream, which can have configurations and operation of an indirect heat exchanger to enhance performance. The system can have three solvent recovery stages. The indirect heat exchanger can have a location and operation to mitigate risks associated with exchanger failures. The solvent-diluted hydrocarbon stream can be preheated with a downstream solvent-depleted stream, and the pressure of the latter can be higher than that of the former to avoid solvent leaking into the hydrocarbon-enriched stream. The heat exchanger can be located in between the second and third stages, so that solvent leaked into the second stage output can be removed in the third stage so that the final product hydrocarbon stream can remain at low solvent contents.",1
154,Anordnung zur Fluidtemperierung,"An arrangement for controlling the temperature of a fluid is described, which comprises a heat exchange surface (16), an inlet conduit arrangement (20) for supplying a fluid inflow (122) to the heat exchange surface (16) in a main inlet conduit (22), and a return conduit arrangement (40) having a main return conduit (42) for carrying a fluid return flow (142) away from the heat exchange surface (16). The inlet conduit arrangement (20) has a plurality of supply sections (24), which are fluidically connected to the main inlet conduit (22) and through which the fluid flow is directed at an angle onto the heat exchange surface (16) in a plurality of spatially separate partial fluid inflows (124). The arrangement is characterized in that, in a region interacting with the heat exchange surface (16), the return conduit arrangement (40) comprises draining sections (44), which are configured and arranged in such a way that partial fluid outflows (144) carried away from the heat exchange surface (16) are carried therein spatially separately from the partial fluid inflows (124).",3
155,HEAT EXCHANGER FOR ELECTRIC FOOD DRIERS,"FIELD: power engineering.SUBSTANCE: invention relates to energy saving, namely to devices for heat energy recovery in drying installations, and can be used, mainly, in household electric desiccants for vegetables, berries, fruits and other products with a sharp reduction in electricity consumption. All known household electric food driers during operation are discharged with moist air into the surrounding space and all heat received from the electric heater. Heat exchanger is a nozzle consisting of concentrically arranged shells of different thermal conductivity materials, forming channels for incoming and outgoing air flows with their optimal heat exchange, inner shell is made with a varying height. This design of the claimed heat exchanger makes it easy to install and remove it without any connecting operations and devices for connection to dryers, and the inner shell with a variable height allows it to be used for a different number of sections (pallets) installed in the dryer and even with different models of dryers (with the same diameter). Counter motion along the surfaces of the middle shell of the two streams creates optimal heat exchange regime, providing the necessary maximum possible heat recovery. At the same time, energy costs are reduced several times, that in the general scale of mass use of electric dryers will provide energy saving in the domestic sector in significant amounts.EFFECT: proposed heat exchanger reduces power consumption several times while maintaining the quality and duration of drying of products; it does not require any assembly with dryers, is compact and convenient to use.1 cl, 1 dwg",1
156,METHODS AND APPARATUS TO GENERATE OSCILLATING FLUID FLOWS IN HEAT EXCHANGERS,"Methods and apparatus to generate oscillating fluid flows in heat exchangers are disclosed. A disclosed fluid flow apparatus includes a repeating pattern of fins arranged in rows, where fins of each row are separated from one another by channels, where the fins have respective sub-channels extending therethrough to facilitate oscillation of fluid moving through the channels, and where each of the sub-channels defines a sub-channel inlet and a sub-channel outlet of a respective fin of the pattern.",3
157,PANEL BASED HEAT EXCHANGER,"A heat exchanger includes a heat exchanger body having a plurality of stacked panels defining an internal manifold and an external manifold. Each of the stacked panels includes an internal structure partially defining an internal manifold, an external structure partially defining the external manifold, and a plurality of ribs connecting the internal structure to the external structure. Each of the ribs further comprises a channel protruding into the rib and being paired with a corresponding rib of an adjacent panel, such that each of the ribs and the corresponding rib defining a cooling passage fluidly connecting the internal manifold to the external manifold. Each of the stacked panels is bonded to at least one adjacent stacked panel.",5
158,HEAT SINK MODULE AND MANUFACTURING METHOD THEREOF,"In a heat sink module and a manufacturing method thereof, the method includes steps of: forming a heat dissipation fin set by aluminum extrusion process, wherein the heat dissipation fin set includes a plate, a plurality of fins extending from one side of the plate and being arranged spaced apart from one another, and a joint portion formed on the other side of the plate; placing the plate in a mold; injecting molten metal into the mold; forming a base by die-casting of the molten metal. The plate and the joint portion are wrapped by the base. The joint portion forms a connection structure including a bump and a notch fitted with the bump, so as to connect and fix the base and the heat dissipation fin set. The heat sink module has the strengthened connection structure and the fins with a superior aspect ratio.",5
159,ALUMINUM-ALLOY-CLAD PLATE FOR HEAT EXCHANGER,"The aluminum-alloy-clad plate for a heat exchanger according to an aspect of the present invention is provided with a core configured from an aluminum alloy, an intermediate layer, and a sacrificial layer, the sacrificial layer being covered by at least one of the two surfaces of the core via the intermediate layer. The core is configured from an aluminum alloy containing 0.4% (mass%, the same below) to 2.0% Mn, the remainder comprising Al and unavoidable impurities. The intermediate layer is configured from an aluminum alloy containing 0.2% to 1.8% Mn, the remainder comprising Al and unavoidable impurities, and the Mn content thereof being at least 0.2% less than that of the core. The sacrificial layer is configured from pure aluminum having at least 99.0% purity, the Zn content thereof being 0.1% or less.",1
160,ALUMINUM-ALLOY-CLAD PLATE FOR HEAT EXCHANGER,"The aluminum-alloy-clad plate for a heat exchanger according to an aspect of the present invention is provided with a core, an intermediate layer, and a sacrificial layer. The core is configured from an aluminum alloy containing 0.4% (mass%, the same below) to 2.0% Mn, the remainder comprising Al and unavoidable impurities, the intermediate layer is configured from an aluminum alloy containing 0.2% to 1.8% Mn, the remainder comprising Al and unavoidable impurities, and the Mn content thereof being at least 0.2% less than that of the core, and the sacrificial layer is configured from an aluminum alloy containing 0.05% to 1.6% Mn, 0.1% to 2.0% Mg, and 0.1% to 1.5% Si, the remainder comprising Al and unavoidable impurities, and the Mn content thereof being at least 0.2% less than that of the intermediate layer.",1
161,WEARABLE PERSONAL CLIMATE,A wearable personal climate device weighing less than 2 pounds comprising (a) battery or AC power operated thermoelectric module(s)/generator for generating conditioned air as set; (b) discontinuous plate fin heat exchanger(s); (c) fan(s) angled towards the base of heat exchanger for blowing ambient air across the heat exchanger in a parallel direction; (d) an exhaust heat sink; and (e) sensors; wherein the air temperature is modulated by pulsing the thermoelectric module and fans & the device is used by living being.,1
162,HEAT EXCHANGER PUCK,"Apparatuses and methods associated with heat exchanger puck design are disclosed herein. In embodiments, a heat exchanger puck may include a first plate with a cavity that extends into the first plate from a side of the first plate and a second plate. The second plate may be coupled to the side of the first plate, with the cavity located between the first plate and the second plate. The heat exchanger puck may further include a tube of a liquid coolant system located, at least partially, within the cavity, the tube formed to fit the cavity created by the first plate and the second plate. Other embodiments may be described and/or claimed.",3
163,HEAT EXCHANGER CONSTRUCTIVE ARRANGEMENT,"A heat exchanger constructive arrangement including a quadrangular based vertical vessel with inlet and output ducts and removable lid having heat exchange elements supported by parallel plates and vertically arranged in the form of a comb that interleave with existing baffles in the container, forming a chicane which forces the fluid to be heated to maintain contact with the entire surface of heat exchange.",3
164,HEAT EXCHANGER,"Provided is a heat exchanger including a core portion configured to include an inlet header tank and an outlet header tank having a space, in which cooling water is stored and flows, formed therein and formed in a height direction, a plurality of tubes having both ends connected to the header tanks to form a cooling water channel, and fins interposed between the tubes, in which a core portion of the heater exchanger is formed to block only a part of a bypass area of a part where inlet/outlet header tanks are positioned to reduce a pressure loss of air which is a cooled fluid while minimizing a reduction in heat radiation performance of the heat exchanger and structural rigidity of the core portion is increased by a reinforcing structure formed at an outer side of the core portion to improve durability.",5
165,HEAT EXCHANGER FOR VEHICLE,"A heat exchanger for a vehicle is mounted in a vehicle having a power train through which an engine coolant, an engine oil and a transmission oil flow and in which a flow rate of the engine oil and a flow rate of the transmission oil are different from each other. A first flow passage for causing the engine coolant to flow, a second flow passage for causing the engine oil to flow, and a third flow passage for causing the transmission oil to flow are formed through lamination of a plurality of plates. The heat exchanger includes a region where the first flow passage is adjacent only to that one of the second flow passage and the third flow passage through which a fluid flows at lower flow rate.",3
166,Heat Sink Assembly,A heat sink assembly includes plural thermally conductive hair fins configured to be thermally coupled with a component to be cooled. The hair fins are elongated along a first direction and separated from each other by gaps along different second and third directions. The hair fins are configured to receive heat from the component to be cooled and to transfer the heat to cooling air disposed between the hair fins in order to cool the component.,3
167,PRO-BOXER FLEXIBLE LANCE POSITIONER APPARATUS,"A lance drive support apparatus is adapted to be fastened directly to a heat exchanger tube sheet adjacent a selected number of tubes to be cleaned. One embodiment includes an angled flat base plate having an inner center corner, an outer center corner, a first outer end corner and a second outer end corner, a support post adjacent each outer end corner, and the inner center corner fastened at one end to the base plate, and a top plate fastened to an opposite end of each support post. An extensible scissor arm assembly pivotally fastened to the inner center corner post can position a lance drive mechanism at a distal end of the scissor arm assembly at precise X and Y coordinates adjacent the tube sheet. The precise X and Y coordinates are determined by positions of X and Y cylinders connected to a common scissor arm assembly extension hinge.",1
168,LASER COOLING SYSTEM,"A laser cooling system includes a first tubing, a second tubing, and a cold plate assembly including a first channel to receive the first tubing and a second channel to receive the second tubing. A joint removably couples the first tubing to the second tubing and at least one component mounted on the cold plate assembly over the first tubing or the second tubing. The inlet end of the first tubing receives a cooling fluid and an outlet end of the second tubing discharges the cooling fluid after the cooling fluid flows through the first tubing, the joint, and the second tubing to maintain uniform a temperature of the at least one component mounted on the cold plate assembly.",3
169,HEAT EXCHANGER AND WARM WATER DEVICE,A latent heat recovery heat exchanger (10) is provided with a heat exchange section (11) and a case (12). The heat exchange section (11) has a plurality of heat transfer plates (12b) stacked on each other. The case (12) accommodates the plurality of heat transfer plates (12b) of the heat exchange section (11). The heat exchange section (11) includes a front plate section (11a) provided to an outermost layer of the heat exchange section (11). The front plate section (11a) of the heat exchange section (11) constitutes a part of the case (12).,3
170,LOCATING MECHANISM FOR HEAT EXCHANGER ASSEMBLY,"A heat exchanger assembly, having a heat exchanger having at least a plate pair, the plate pair defining a fluid passage for flow of fluid for heat exchange, and optionally coupled a base plate of the heat exchanger assembly. A component coupled to the heat exchanger or the base plate of the heat exchanger assembly, where the base plate is coupled to a bottom plate of the heat exchanger; the component having a plurality of parts, where one part of the plurality of parts has one or more protuberances, the one or more protuberances engaging a slit or cut-out for coupling the component.",5
171,PLATE HEAT EXCHANGER,"A plate heat exchanger comprises a first plate sheet (11) and a second plate sheet (12). A blocking member (15) is disposed between a front surface of the second plate sheet (12) and a back surface of the first plate sheet (11). The blocking member (15) is located between a first corner hole (121) and a second corner hole (122) of the second plate sheet (12), and one end of the blocking member (15) is located on a side portion of the second plate sheet (12). A first corner hole (121) of the second plate sheet (12) bypasses the other end of the blocking member (15) to communicate with a second corner hole (122) of the second plate sheet (12). In the plate heat exchanger, a blocking member is disposed between two plate sheets, accordingly fluid can be evenly distributed, and the plate heat exchanger has good heat exchange performance.",5
172,VIBRATION ISOLATION SYSTEM OF NUCLEAR PILE OF SUBMARINE,"FIELD: power engineering.SUBSTANCE: invention relates to power equipment of submarines. System consists of mounted on a housing on vibration isolation system (5) nuclear pile (1), pipelines (2), housing (4), out-board heat exchanger (3), vibration sensors (6), sensors of dynamic force (10), execution units (9), power amplifiers (8), control systems (7). Execution units compensate the dynamical forces of the pipelines of the emergency system by sensor signals. Vibration isolation system contains the lower and upper supporting plates. Between the plates coaxially and concentric the external with right and internal with left angles of turns rise springs are installed. Bottom support plate is base on which the bottom flanges of springs are rigidly secured. Between the top support plate and top flange of the internal spring the dry friction damper is installed. Damper consists of two contacting cylindrical discs. Bottom disc is rigidly linked with top flange of the internal spring. Top disc is rigidly linked with the top support disk. On facing each other surfaces of discs the concentric diametric grooves and inserted in them shoulders are made.EFFECT: increase in the efficiency of the vibration isolation of the nuclear pile through the pipelines of the emergency cooling system is achieved.1 cl, 2 dwg",1
173,"INDEXER, INDEXER RETROFIT KIT AND METHOD OF USE THEREOF","A system and method for cleaning of heat exchanger tubes including an assembly, an indexer and a communication device provided with specialized software and programming. The indexer includes orthogonally arranged first and second arms. A trolley and sensors are provided on the indexer arms. One or more lances are provided on the trolley to deliver water jets into the openings. Sensors measure displacement as the trolley is moved relative to the heat exchanger's face plate. An operator controls the system from a distance away using the communication device. During setup, the pattern of the face plate is learned and mapped utilizing information from the sensors as one of the inputs. This information is utilized to help navigate the face plate during a subsequent cleaning operation. A kit for retrofitting existing X-Y indexers is also disclosed.",1
174,HELMET ACTIVE THERMO ELECTRIC COOLING SYSTEM AND METHOD,Provided are active Thermoelectric Cooling (ñTECî) systems/apparatuses for the purpose of cooling a person's head with or without the person wearing a safety helmet or hard hat.,1
175,HEAT EXCHANGER,"This heat exchanger comprises: a duct (1) having formed therein a first fluid flow passage (13) through which first fluid flows; a stacked core (2) accommodated within the duct and having a plurality of tubes (21) which have formed therein second fluid flow passages through which second fluid flows; and pipes (124a, 124b, 125a, 125b, 126a, 126b) from which the second fluid flows into the plurality of tubes or into which the second fluid flows from the plurality of tubes. The plurality of tubes are stacked in a tube stack direction (B), the first fluid flows within the duct in a first fluid flow direction (A), a core width direction is a direction perpendicular to both the tube stack direction and the first fluid flow direction (A), and the pipes extend to the outside of the duct from the portion of the duct, which overlaps the stacked core in the core width direction.",3
